manifest_version,dataset,source_url,source_page,zip_filename,zip_relative_path,zip_sha256,zip_size_bytes,txt_filename,txt_relative_work_path,txt_sha256,year,month,period_start,period_end,encoding_detected,encoding_detection_method,expected_record_length,min_record_length,max_record_length,total_rows,valid_length_rows,short_rows,long_rows,empty_rows,download_status,extraction_status,inspection_status,processed_at_utc,schema_version,overall_status
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_julio2026_24_31.zip,nacimientos\movimientos\2026\07_julio\24_31\nac_julio2026_24_31.zip,1dd748764a24b5ff0c3a4a44bc9c5bae5eed46d3244b57461feef133cd951bd8,158947,MOVWEBNAC.txt,nacimientos\nac_julio2026_24_31\MOVWEBNAC.txt,60451dd66335ea7dac6b32117dc9efab24c313ea98c5f7523455684f4e80f3dc,2026,7,24,31,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,2410,2410,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:48.051972+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_junio2026_01_04.zip,nacimientos\movimientos\2026\06_junio\01_04\nac_junio2026_01_04.zip,cf2a4212f11cd3fe7511ef0dc81f4853d8d98068790262f79335b53ea393846d,80168,MOVWEBNAC.txt,nacimientos\nac_junio2026_01_04\MOVWEBNAC.txt,17f5e2f51404ea9bb0f1d3aa13bc3a315ff1936f28736f0f2de1b7b462c5409f,2026,6,1,4,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1105,1105,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.981550+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_junio2026_05_11.zip,nacimientos\movimientos\2026\06_junio\05_11\nac_junio2026_05_11.zip,ee7a15f2ce4b7ffb0e3f02a55243b1d57d925c4fbbec4cb9fbb4f3861ccfbb06,128051,MOVWEBNAC.txt,nacimientos\nac_junio2026_05_11\MOVWEBNAC.txt,7684239ab060618dc2f898f391b2dd588786bea8673b8d791eef96b57ae1d39e,2026,6,5,11,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1912,1912,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.994287+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_junio2026_12_18.zip,nacimientos\movimientos\2026\06_junio\12_18\nac_junio2026_12_18.zip,e9106cd1da042ab4efbb73e7928ac08f30670ccb65e02dd8e2a656c11887ca36,119400,MOVWEBNAC.txt,nacimientos\nac_junio2026_12_18\MOVWEBNAC.txt,a348d78e239f0d0f7307d3422aecb16ed5f12b9aa93ee70512c17008ae270596,2026,6,12,18,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1820,1820,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:48.001815+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_junio2026_19_25.zip,nacimientos\movimientos\2026\06_junio\19_25\nac_junio2026_19_25.zip,1faddbc4f0bb262ba1ddbe8645525386c5f877ee1c4f824414b1ffed98703a7f,120591,MOVWEBNAC.txt,nacimientos\nac_junio2026_19_25\MOVWEBNAC.txt,4e0bcd4964047d6de6f7de5b8ef6c74332fe9b34616321b8837033b0b799c9e0,2026,6,19,25,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1801,1801,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:48.011588+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_junio2026_26_30.zip,nacimientos\movimientos\2026\06_junio\26_30\nac_junio2026_26_30.zip,62eb915474ba3938290dd5b2be28225b1d1bbbaf0370c734ca032b4696ea3def,92023,MOVWEBNAC.txt,nacimientos\nac_junio2026_26_30\MOVWEBNAC.txt,85fe8525d55b82436ab38074c4d9bcb4d8222ea4424af5673b07d803a7fc7edf,2026,6,26,30,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1316,1316,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:48.017621+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_marzo2026_01_05.zip,nacimientos\movimientos\2026\03_marzo\01_05\nac_marzo2026_01_05.zip,ae0f37f95fd8b9ed56b3b7168ccc1118604e7f4911395b78f3a92af48f2c2c52,95175,MOVWEBNAC.txt,nacimientos\nac_marzo2026_01_05\MOVWEBNAC.txt,d8e881e587f7f6999870d190afb36c82a15a02f3d1809bdec2bf397170804345,2026,3,1,5,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1374,1374,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.888081+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_marzo2026_06_12.zip,nacimientos\movimientos\2026\03_marzo\06_12\nac_marzo2026_06_12.zip,627305b3dce9c59ee9fbf50edb6718f84b7f07a50f88ac32d01bf5fa09e85888,112656,MOVWEBNAC.txt,nacimientos\nac_marzo2026_06_12\MOVWEBNAC.txt,4745eb9d6beaf8f62217f3b3e8b7cc433b1247256a737f7a9ddbb621e7f352f2,2026,3,6,12,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1667,1667,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.894116+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_marzo2026_13_19.zip,nacimientos\movimientos\2026\03_marzo\13_19\nac_marzo2026_13_19.zip,9cd8d6b3622322a6283445eda4e2cdc2ad2f1bef498da4ddb77da034e6d6abc8,120764,MOVWEBNAC.txt,nacimientos\nac_marzo2026_13_19\MOVWEBNAC.txt,bc63246737955c7d5b2a96f558c075dc0ba3011f9b5102c28f03c366facaba94,2026,3,13,19,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1835,1835,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.901728+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_marzo2026_20_26.zip,nacimientos\movimientos\2026\03_marzo\20_26\nac_marzo2026_20_26.zip,0cb0af21efe0e25bdd3d6661793901d882eddbc38f55857795de3d0e19f50d7c,119230,MOVWEBNAC.txt,nacimientos\nac_marzo2026_20_26\MOVWEBNAC.txt,3944b5e84be3f024b7d2cb335b6450a6b368717894c808810eeca0f9cf57af18,2026,3,20,26,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1793,1793,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.909337+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_marzo2026_27_31.zip,nacimientos\movimientos\2026\03_marzo\27_31\nac_marzo2026_27_31.zip,c096397bb683a9b98ad80c5831530bc28c9d73335a58649c9c7696dc3aaab332,60262,MOVWEBNAC.txt,nacimientos\nac_marzo2026_27_31\MOVWEBNAC.txt,3a24dd3c727fbab9a81b558a9b398d7d598711ea8c832b444bfe6fc2e7fc411a,2026,3,27,31,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,743,743,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.911871+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_mayo2026_01_07.zip,nacimientos\movimientos\2026\05_mayo\01_07\nac_mayo2026_01_07.zip,1bf92f725190e878e8cf0ef8330021a01e0685da7612097e72dca6b1d1024a24,91382,MOVWEBNAC.txt,nacimientos\nac_mayo2026_01_07\MOVWEBNAC.txt,81402af063c4f95fc6c21ee6e837aae1300f36710bb3b0ad389fe087d15b9153,2026,5,1,7,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1315,1315,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.953690+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_mayo2026_08_14.zip,nacimientos\movimientos\2026\05_mayo\08_14\nac_mayo2026_08_14.zip,f201eb689ce9e827fc5a7ebee807931715a0afe3306c697ab76cc77fb33107ef,98518,MOVWEBNAC.txt,nacimientos\nac_mayo2026_08_14\MOVWEBNAC.txt,b1965110c8d4bed582ed924c3f0c2661208c0dca9da0c7279a778d18f8192e53,2026,5,8,14,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1421,1421,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.961827+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_mayo2026_15_21.zip,nacimientos\movimientos\2026\05_mayo\15_21\nac_mayo2026_15_21.zip,6af3b4c8de5c76f6fc879d542e15111a95474d8a4c4f88aac51298fa0c16f419,124133,MOVWEBNAC.txt,nacimientos\nac_mayo2026_15_21\MOVWEBNAC.txt,29bc9453286e35e48fff7dfcfabc8a5da0195a91c2e4094405ae9adcfc1145a7,2026,5,15,21,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,1862,1862,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.961827+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_mayo2026_22_28.zip,nacimientos\movimientos\2026\05_mayo\22_28\nac_mayo2026_22_28.zip,c8893c8f8e4ddd29cf51df0d62dd63339b5da833cf001eea3e6c7c8e1edce9f4,131666,MOVWEBNAC.txt,nacimientos\nac_mayo2026_22_28\MOVWEBNAC.txt,343f4975aaaacf9ff31228338c215f73134efabbe8ce8aea13309653cae57618,2026,5,22,28,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,2020,2020,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.973131+00:00,1.0,OK
1.0,nacimientos,,https://www.tse.go.cr/descarga_movimientos.html,nac_mayo2026_29_31.zip,nacimientos\movimientos\2026\05_mayo\29_31\nac_mayo2026_29_31.zip,0df9b4be68589339c1dae6497e2dc9040d9348378bf82f598a4420c514e23bd0,60571,MOVWEBNAC.txt,nacimientos\nac_mayo2026_29_31\MOVWEBNAC.txt,f1e1fdf92e34e41eca0e08d23a85cbf2d3cf507519374194896cfbf78019430e,2026,5,29,31,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,281,281,281,733,733,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.981550+00:00,1.0,OK
